Location,Period,Indicator,First Tooltip
Singapore,2015,Births attended by skilled health personnel (%),99.6
Singapore,2014,Births attended by skilled health personnel (%),99.7
Singapore,2013,Births attended by skilled health personnel (%),99.6
Singapore,2012,Births attended by skilled health personnel (%),99.7
Singapore,2011,Births attended by skilled health personnel (%),99.7
Singapore,2010,Births attended by skilled health personnel (%),99.7
Singapore,2009,Births attended by skilled health personnel (%),99.7
Singapore,2008,Births attended by skilled health personnel (%),99.8
Singapore,2007,Births attended by skilled health personnel (%),99.7
Singapore,2006,Births attended by skilled health personnel (%),99.7
Singapore,2005,Births attended by skilled health personnel (%),99.7
Singapore,2004,Births attended by skilled health personnel (%),99.7
Singapore,2003,Births attended by skilled health personnel (%),99.7
Singapore,2002,Births attended by skilled health personnel (%),99.7
Singapore,2001,Births attended by skilled health personnel (%),99.6
Singapore,2000,Births attended by skilled health personnel (%),99.7
Slovakia,2018,Births attended by skilled health personnel (%),98
Slovakia,2017,Births attended by skilled health personnel (%),98.8
Slovakia,2016,Births attended by skilled health personnel (%),98.1
Slovakia,2015,Births attended by skilled health personnel (%),97
Slovakia,2014,Births attended by skilled health personnel (%),98.3
Slovakia,2013,Births attended by skilled health personnel (%),98.6
Slovakia,2012,Births attended by skilled health personnel (%),99.5
Slovakia,2011,Births attended by skilled health personnel (%),99
Slovakia,2010,Births attended by skilled health personnel (%),99.21
Slovakia,2009,Births attended by skilled health personnel (%),99.52
Slovakia,2008,Births attended by skilled health personnel (%),99.51
Slovakia,2007,Births attended by skilled health personnel (%),99.22
Slovakia,2006,Births attended by skilled health personnel (%),99.52
Slovakia,2005,Births attended by skilled health personnel (%),99.51
Slovakia,2004,Births attended by skilled health personnel (%),99.51
Slovakia,2003,Births attended by skilled health personnel (%),99.46
Slovakia,2002,Births attended by skilled health personnel (%),99.43
Slovakia,2001,Births attended by skilled health personnel (%),99.43
Slovakia,2000,Births attended by skilled health personnel (%),100
Slovenia,2012,Births attended by skilled health personnel (%),99.8
Slovenia,2011,Births attended by skilled health personnel (%),99.9
Slovenia,2010,Births attended by skilled health personnel (%),99.9
Slovenia,2009,Births attended by skilled health personnel (%),99.9
Slovenia,2008,Births attended by skilled health personnel (%),99.9
Slovenia,2007,Births attended by skilled health personnel (%),99.9
Slovenia,2006,Births attended by skilled health personnel (%),99.9
Slovenia,2005,Births attended by skilled health personnel (%),99.9
Slovenia,2004,Births attended by skilled health personnel (%),99.9
Slovenia,2003,Births attended by skilled health personnel (%),99.9
Slovenia,2002,Births attended by skilled health personnel (%),99.9
Slovenia,2001,Births attended by skilled health personnel (%),99.9
Slovenia,2000,Births attended by skilled health personnel (%),99.9
Solomon Islands,2015,Births attended by skilled health personnel (%),86.2
Solomon Islands,2007,Births attended by skilled health personnel (%),86
Somalia,2006,Births attended by skilled health personnel (%),9.4
Somalia,2002,Births attended by skilled health personnel (%),24.8
South Africa,2016,Births attended by skilled health personnel (%),96.7
South Africa,2008,Births attended by skilled health personnel (%),94.3
South Sudan,2010,Births attended by skilled health personnel (%),19.4
South Sudan,2006,Births attended by skilled health personnel (%),9.7
Sri Lanka,2016,Births attended by skilled health personnel (%),99.5
Sri Lanka,2007,Births attended by skilled health personnel (%),98.6
Sudan,2014,Births attended by skilled health personnel (%),77.7
Sudan (until 2011),2010,Births attended by skilled health personnel (%),72.5
Sudan (until 2011),2006,Births attended by skilled health personnel (%),49.2
Suriname,2018,Births attended by skilled health personnel (%),98.4
Suriname,2015,Births attended by skilled health personnel (%),90
Suriname,2010,Births attended by skilled health personnel (%),90
Suriname,2009,Births attended by skilled health personnel (%),90
Suriname,2008,Births attended by skilled health personnel (%),90
Suriname,2007,Births attended by skilled health personnel (%),90
Suriname,2006,Births attended by skilled health personnel (%),86.5
Syrian Arab Republic,2009,Births attended by skilled health personnel (%),96.2
Syrian Arab Republic,2006,Births attended by skilled health personnel (%),91.5
Tajikistan,2017,Births attended by skilled health personnel (%),94.8
Tajikistan,2014,Births attended by skilled health personnel (%),90.3
Tajikistan,2013,Births attended by skilled health personnel (%),90.8
Tajikistan,2012,Births attended by skilled health personnel (%),89.3
Tajikistan,2011,Births attended by skilled health personnel (%),89
Tajikistan,2010,Births attended by skilled health personnel (%),87.7
Tajikistan,2009,Births attended by skilled health personnel (%),87.1
Tajikistan,2008,Births attended by skilled health personnel (%),85
Tajikistan,2007,Births attended by skilled health personnel (%),88.4
Tajikistan,2006,Births attended by skilled health personnel (%),78.3
Tajikistan,2005,Births attended by skilled health personnel (%),82.4
Tajikistan,2004,Births attended by skilled health personnel (%),75.1
Tajikistan,2003,Births attended by skilled health personnel (%),88.1
Tajikistan,2002,Births attended by skilled health personnel (%),88.7
Tajikistan,2001,Births attended by skilled health personnel (%),81.1
Thailand,2016,Births attended by skilled health personnel (%),99.1
Thailand,2012,Births attended by skilled health personnel (%),99.6
Thailand,2009,Births attended by skilled health personnel (%),99.4
Thailand,2006,Births attended by skilled health personnel (%),96.9
Thailand,2000,Births attended by skilled health personnel (%),99.3
Timor-Leste,2016,Births attended by skilled health personnel (%),56.7
Timor-Leste,2010,Births attended by skilled health personnel (%),29.3
Timor-Leste,2002,Births attended by skilled health personnel (%),24
Togo,2017,Births attended by skilled health personnel (%),69.4
Togo,2014,Births attended by skilled health personnel (%),44.6
Togo,2010,Births attended by skilled health personnel (%),43.9
Togo,2006,Births attended by skilled health personnel (%),52.4
Togo,2003,Births attended by skilled health personnel (%),60.8
Tonga,2012,Births attended by skilled health personnel (%),95.5
Tonga,2010,Births attended by skilled health personnel (%),99
Tonga,2009,Births attended by skilled health personnel (%),98.1
Tonga,2008,Births attended by skilled health personnel (%),97
Tonga,2007,Births attended by skilled health personnel (%),98
Tonga,2006,Births attended by skilled health personnel (%),98
Tonga,2005,Births attended by skilled health personnel (%),96.1
Tonga,2004,Births attended by skilled health personnel (%),98
Tonga,2003,Births attended by skilled health personnel (%),97
Tonga,2002,Births attended by skilled health personnel (%),95.1
Tonga,2001,Births attended by skilled health personnel (%),95.3
Tonga,2000,Births attended by skilled health personnel (%),95
Trinidad and Tobago,2017,Births attended by skilled health personnel (%),100
Trinidad and Tobago,2016,Births attended by skilled health personnel (%),100
Trinidad and Tobago,2015,Births attended by skilled health personnel (%),99.9
Trinidad and Tobago,2014,Births attended by skilled health personnel (%),100
Trinidad and Tobago,2013,Births attended by skilled health personnel (%),100
Trinidad and Tobago,2012,Births attended by skilled health personnel (%),100
Trinidad and Tobago,2008,Births attended by skilled health personnel (%),99.5
Trinidad and Tobago,2006,Births attended by skilled health personnel (%),99.6
Trinidad and Tobago,2004,Births attended by skilled health personnel (%),99
Trinidad and Tobago,2003,Births attended by skilled health personnel (%),99.2
Trinidad and Tobago,2002,Births attended by skilled health personnel (%),98.7
Trinidad and Tobago,2001,Births attended by skilled health personnel (%),99.2
Trinidad and Tobago,2000,Births attended by skilled health personnel (%),99
Tunisia,2018,Births attended by skilled health personnel (%),99.5
Tunisia,2012,Births attended by skilled health personnel (%),73.6
Tunisia,2006,Births attended by skilled health personnel (%),94.6
Turkey,2018,Births attended by skilled health personnel (%),98
Turkey,2017,Births attended by skilled health personnel (%),98
Turkey,2015,Births attended by skilled health personnel (%),98
Turkey,2014,Births attended by skilled health personnel (%),97.4
Turkey,2008,Births attended by skilled health personnel (%),91.3
Turkmenistan,2016,Births attended by skilled health personnel (%),100
Turkmenistan,2006,Births attended by skilled health personnel (%),99.5
Turkmenistan,2002,Births attended by skilled health personnel (%),97.2
Tuvalu,2007,Births attended by skilled health personnel (%),93.1
Tuvalu,2002,Births attended by skilled health personnel (%),100
Tuvalu,2000,Births attended by skilled health personnel (%),100
Uganda,2016,Births attended by skilled health personnel (%),74.2
Uganda,2011,Births attended by skilled health personnel (%),57.4
Uganda,2006,Births attended by skilled health personnel (%),41.9
Ukraine,2014,Births attended by skilled health personnel (%),99.9
Ukraine,2013,Births attended by skilled health personnel (%),99.9
Ukraine,2012,Births attended by skilled health personnel (%),99
Ukraine,2011,Births attended by skilled health personnel (%),99.9
Ukraine,2010,Births attended by skilled health personnel (%),99.9
Ukraine,2009,Births attended by skilled health personnel (%),99.9
Ukraine,2008,Births attended by skilled health personnel (%),99.9
Ukraine,2007,Births attended by skilled health personnel (%),98.7
Ukraine,2006,Births attended by skilled health personnel (%),99.9
Ukraine,2005,Births attended by skilled health personnel (%),99.8
Ukraine,2004,Births attended by skilled health personnel (%),99.9
Ukraine,2003,Births attended by skilled health personnel (%),99.9
Ukraine,2002,Births attended by skilled health personnel (%),99.9
Ukraine,2001,Births attended by skilled health personnel (%),99.9
Ukraine,2000,Births attended by skilled health personnel (%),99.9
United Arab Emirates,2015,Births attended by skilled health personnel (%),99.9
United Arab Emirates,2014,Births attended by skilled health personnel (%),99.9
United Arab Emirates,2013,Births attended by skilled health personnel (%),99.9
United Arab Emirates,2004,Births attended by skilled health personnel (%),100
United Republic of Tanzania,2016,Births attended by skilled health personnel (%),63.5
United Republic of Tanzania,2010,Births attended by skilled health personnel (%),48.9
United States of America,2018,Births attended by skilled health personnel (%),99.1
United States of America,2017,Births attended by skilled health personnel (%),99.1
United States of America,2016,Births attended by skilled health personnel (%),99.1
United States of America,2015,Births attended by skilled health personnel (%),99.1
United States of America,2014,Births attended by skilled health personnel (%),98.5
United States of America,2013,Births attended by skilled health personnel (%),99.2
United States of America,2012,Births attended by skilled health personnel (%),99.3
United States of America,2011,Births attended by skilled health personnel (%),99.3
United States of America,2010,Births attended by skilled health personnel (%),99.4
United States of America,2009,Births attended by skilled health personnel (%),99.3
United States of America,2008,Births attended by skilled health personnel (%),99.3
United States of America,2007,Births attended by skilled health personnel (%),99.3
United States of America,2006,Births attended by skilled health personnel (%),99.4
United States of America,2005,Births attended by skilled health personnel (%),99.4
United States of America,2004,Births attended by skilled health personnel (%),99.3
United States of America,2003,Births attended by skilled health personnel (%),99.3
United States of America,2002,Births attended by skilled health personnel (%),99.5
United States of America,2001,Births attended by skilled health personnel (%),99.4
United States of America,2000,Births attended by skilled health personnel (%),99.4
Uruguay,2017,Births attended by skilled health personnel (%),100
Uruguay,2016,Births attended by skilled health personnel (%),100
Uruguay,2015,Births attended by skilled health personnel (%),99.9
Uruguay,2014,Births attended by skilled health personnel (%),99.9
Uruguay,2013,Births attended by skilled health personnel (%),99.9
Uruguay,2012,Births attended by skilled health personnel (%),99.9
Uruguay,2011,Births attended by skilled health personnel (%),99.5
Uruguay,2010,Births attended by skilled health personnel (%),99.8
Uruguay,2009,Births attended by skilled health personnel (%),99.7
Uruguay,2008,Births attended by skilled health personnel (%),99.6
Uruguay,2007,Births attended by skilled health personnel (%),98.6
Uruguay,2006,Births attended by skilled health personnel (%),99.9
Uruguay,2005,Births attended by skilled health personnel (%),99.9
Uruguay,2004,Births attended by skilled health personnel (%),99.5
Uruguay,2003,Births attended by skilled health personnel (%),99.7
Uruguay,2002,Births attended by skilled health personnel (%),99.7
Uruguay,2001,Births attended by skilled health personnel (%),99.6
Uruguay,2000,Births attended by skilled health personnel (%),99.7
Uzbekistan,2018,Births attended by skilled health personnel (%),100
Uzbekistan,2017,Births attended by skilled health personnel (%),100
Uzbekistan,2016,Births attended by skilled health personnel (%),100
Uzbekistan,2015,Births attended by skilled health personnel (%),100
Uzbekistan,2014,Births attended by skilled health personnel (%),100
Uzbekistan,2013,Births attended by skilled health personnel (%),100
Uzbekistan,2012,Births attended by skilled health personnel (%),100
Uzbekistan,2011,Births attended by skilled health personnel (%),100
Uzbekistan,2010,Births attended by skilled health personnel (%),100
Uzbekistan,2009,Births attended by skilled health personnel (%),100
Uzbekistan,2008,Births attended by skilled health personnel (%),100
Uzbekistan,2007,Births attended by skilled health personnel (%),100
Uzbekistan,2006,Births attended by skilled health personnel (%),99.6
Uzbekistan,2005,Births attended by skilled health personnel (%),100
Uzbekistan,2004,Births attended by skilled health personnel (%),100
Uzbekistan,2003,Births attended by skilled health personnel (%),100
Uzbekistan,2002,Births attended by skilled health personnel (%),100
Uzbekistan,2001,Births attended by skilled health personnel (%),100
Vanuatu,2013,Births attended by skilled health personnel (%),89.4
Vanuatu,2007,Births attended by skilled health personnel (%),74
Vanuatu,2006,Births attended by skilled health personnel (%),92.9
Vanuatu,2005,Births attended by skilled health personnel (%),92
Vanuatu,2003,Births attended by skilled health personnel (%),84
Vanuatu,2000,Births attended by skilled health personnel (%),88
Venezuela (Bolivarian Republic of),2017,Births attended by skilled health personnel (%),99.1
Venezuela (Bolivarian Republic of),2016,Births attended by skilled health personnel (%),99.3
Venezuela (Bolivarian Republic of),2015,Births attended by skilled health personnel (%),99.3
Venezuela (Bolivarian Republic of),2014,Births attended by skilled health personnel (%),99.5
Venezuela (Bolivarian Republic of),2012,Births attended by skilled health personnel (%),95.7
Venezuela (Bolivarian Republic of),2011,Births attended by skilled health personnel (%),98.1
Venezuela (Bolivarian Republic of),2003,Births attended by skilled health personnel (%),95
Viet Nam,2014,Births attended by skilled health personnel (%),93.8
Viet Nam,2011,Births attended by skilled health personnel (%),91.9
Viet Nam,2006,Births attended by skilled health personnel (%),83.8
Yemen,2013,Births attended by skilled health personnel (%),44.7
Yemen,2012,Births attended by skilled health personnel (%),34.4
Yemen,2006,Births attended by skilled health personnel (%),35.7
Zambia,2014,Births attended by skilled health personnel (%),63.3
Zambia,2007,Births attended by skilled health personnel (%),45.2
Zimbabwe,2019,Births attended by skilled health personnel (%),86
Zimbabwe,2015,Births attended by skilled health personnel (%),78.1
Zimbabwe,2014,Births attended by skilled health personnel (%),80
Zimbabwe,2011,Births attended by skilled health personnel (%),66.2
Zimbabwe,2009,Births attended by skilled health personnel (%),60.2
Zimbabwe,2006,Births attended by skilled health personnel (%),68.5
