Location,Indicator,Period,Dim1,First Tooltip
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,22.6
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,39.3
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,5.9
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,23.3
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,40.5
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,6
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,23.8
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,41.6
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,6.1
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,24.4
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,42.7
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,6.1
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,25
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,44
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,6.1
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,26.9
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,47.4
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,6.3
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,30.7
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,54.7
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,6.7
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,35
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,63
Republic of Korea,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,7
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,25.3
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,44.6
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,6
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,25.2
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,44.4
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,6
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,25.1
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,44.3
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,5.9
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,25
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,44.2
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,5.9
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,25
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,44.2
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,5.8
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,25
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,44.2
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,5.8
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,24.8
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,44
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,5.7
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,24.6
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,43.8
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,5.5
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,24.5
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,43.6
Republic of Moldova,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,5.4
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,25.5
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,35.2
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,15.8
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,26.2
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,35.9
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,16.4
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,26.8
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,36.7
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,17
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,27.5
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,37.4
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,17.6
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,28.3
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,38.2
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,18.3
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,29.1
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,39.2
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,19.1
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,31.6
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,41.8
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,21.4
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,36.3
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,46.9
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,25.8
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,42
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,52.4
Romania,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,31.5
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,28.3
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,40.9
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,15.7
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,28.4
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,41.4
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,15.5
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,28.7
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,42.2
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,15.2
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,29
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,42.9
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,15.1
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,29.3
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,43.7
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,15
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,29.6
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,44.4
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,14.9
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,30.6
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,46.8
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,14.3
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,32.2
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,50.7
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,13.6
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,34.2
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,55.5
Russian Federation,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,12.9
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,13.3
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,19.7
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,6.9
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,13.5
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,20
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,7.1
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,13.9
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,20.4
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,7.3
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,14.2
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,20.8
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,7.5
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,14.5
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,21.3
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,7.7
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,14.9
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,21.8
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,8
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,15.9
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,23.1
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,8.6
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,17.9
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,25.7
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,10.1
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,20.2
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,28.6
Rwanda,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,11.7
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,28.9
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,40.8
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,16.9
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,29.3
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,41.5
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,17.2
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,29.9
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,42.2
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,17.5
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,30.5
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,43
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,17.9
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,31
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,43.9
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,18.2
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,31.6
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,44.6
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,18.6
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,33.5
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,47.4
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,19.7
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,37.2
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,52.5
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,21.8
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,41.3
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,58.5
Samoa,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,24.1
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,5.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,9.5
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,1.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,5.5
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,9.5
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,1.5
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,5.5
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,9.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,1.6
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,5.5
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,9.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,1.6
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,5.6
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,9.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,1.7
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,5.6
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,9.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,1.8
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,5.7
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,9.3
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,2.1
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,6
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,9.2
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,2.8
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,6.4
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,9.2
Sao Tome and Principe,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,3.6
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,16.6
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,31.2
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,2
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,16.6
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,31.2
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,2.1
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,16.6
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,30.9
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,2.2
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,16.6
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,30.8
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,2.3
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,16.7
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,30.9
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,2.4
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,16.7
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,30.8
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,2.5
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,16.6
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,30.4
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,2.9
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,16.9
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,30.1
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,3.7
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,17.2
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,29.7
Saudi Arabia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,4.7
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,9.1
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,17.4
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,0.7
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,9.3
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,17.8
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,0.8
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,9.5
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,18.2
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,0.8
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,9.8
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,18.7
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,0.9
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,10
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,19.2
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,0.9
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,10.3
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,19.6
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,1
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,11.2
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,21.2
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,1.2
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,12.8
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,23.9
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,1.6
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,14.7
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,27.3
Senegal,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,2.2
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,40.6
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,40
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,41.2
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,40.9
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,40.5
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,41.3
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,41.2
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,41.1
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,41.3
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,41.3
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,41.6
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,41
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,41.7
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,42.4
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,41
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,41.9
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,43
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,40.7
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,42.7
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,45.1
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,40.4
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,44.2
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,48.5
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,39.9
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,45.9
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,52.4
Serbia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,39.4
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,21.1
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,35.3
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,6.9
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,21.3
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,35.6
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,7
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,21.5
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,36
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,7.1
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,21.7
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,36.3
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,7.1
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,21.9
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,36.6
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,7.3
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,22.1
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,36.9
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,7.3
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,22.9
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,38.1
