Location,Dim2,Indicator,Period,Dim1,First Tooltip
Timor-Leste,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,76.63 [68.87-83.43]
Timor-Leste,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,77.83 [69.13-85.27]
Timor-Leste,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,75.39 [67.67-81.9]
Timor-Leste,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,139.8 [125.7-152.3]
Timor-Leste,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,150.1 [133.3-164.5]
Timor-Leste,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,129.6 [116.3-140.8]
Timor-Leste,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,30.36 [25.56-34.43]
Timor-Leste,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,29.32 [24.61-33.35]
Timor-Leste,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31.44 [26.45-35.62]
Timor-Leste,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.11 [25.34-34.14]
Timor-Leste,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,30.7 [25.78-34.93]
Timor-Leste,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,29.6 [24.9-33.53]
Timor-Leste,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.32 [4.97-7.59]
Timor-Leste,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.71 [5.78-9.51]
Timor-Leste,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.89 [3.91-5.71]
Timor-Leste,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,12.97 [10.19-15.57]
Timor-Leste,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16.63 [12.47-20.52]
Timor-Leste,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.65 [7.72-11.26]
Timor-Leste,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.32 [17.57-22.97]
Timor-Leste,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.38 [17.61-23.1]
Timor-Leste,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.25 [17.34-23.04]
Timor-Leste,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,47.86 [41.38-54.09]
Timor-Leste,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,49.47 [42.73-56.05]
Timor-Leste,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,45.8 [39.2-52.09]
Timor-Leste,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.77 [10.73-14.7]
Timor-Leste,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.2 [11.21-15.29]
Timor-Leste,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,12.32 [10.17-14.42]
Timor-Leste,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,31.02 [26.06-35.71]
Timor-Leste,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,31.93 [27.12-36.98]
Timor-Leste,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,29.39 [24.24-34.39]
Timor-Leste,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.62 [4.56-8.11]
Timor-Leste,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.04 [3.46-9.59]
Timor-Leste,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.17 [4.89-7.15]
Timor-Leste,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.9 [12.34-21.94]
Timor-Leste,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.38 [10.5-29.11]
Timor-Leste,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,15.15 [12-17.54]
Togo,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,114.9 [104.1-124.6]
Togo,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,119.6 [108-130.8]
Togo,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,110.1 [100.2-119]
Togo,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,249.6 [226.2-270.7]
Togo,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,267.1 [241-292]
Togo,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,233.7 [212.7-252.5]
Togo,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,58.28 [49.41-65.36]
Togo,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,64 [54.03-72.24]
Togo,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,52.6 [44.69-58.78]
Togo,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,98.08 [83.15-110]
Togo,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,112.9 [95.34-127.5]
Togo,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,85.04 [72.25-95.02]
Togo,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.39 [0.31-0.47]
Togo,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.52 [0.39-0.63]
Togo,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.27 [0.22-0.31]
Togo,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.88 [0.69-1.04]
Togo,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.18 [0.89-1.44]
Togo,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.6 [0.49-0.7]
Togo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,29.07 [25.78-32.57]
Togo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,30.52 [26.93-34.17]
Togo,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,27.63 [24.23-31.08]
Togo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,79.85 [70.82-89.47]
Togo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,85.76 [75.69-96.01]
Togo,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,74.31 [65.16-83.59]
Togo,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18 [15.74-20.29]
Togo,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,16.25 [13.98-18.45]
Togo,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,19.74 [17.22-22.22]
Togo,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,46.47 [40.64-52.38]
Togo,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,42.46 [36.52-48.2]
Togo,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,49.64 [43.32-55.89]
Togo,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.23 [6.18-9.71]
Togo,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.54 [4.15-9.96]
Togo,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.91 [7.24-10.17]
Togo,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,24.36 [18.3-28.76]
Togo,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,24.79 [13.65-32.75]
Togo,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,24.12 [19.57-27.51]
Tonga,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,56.56 [40.26-70.62]
Tonga,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,67.81 [47.91-85.33]
Tonga,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,45.25 [32-57.06]
Tonga,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,73.34 [52.2-91.57]
Tonga,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,107.1 [75.66-134.8]
Tonga,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,47.82 [33.81-60.29]
Tonga,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.68 [7.74-15.26]
Tonga,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.54 [7.55-15.23]
Tonga,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,11.83 [7.85-15.42]
Tonga,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,13.83 [9.15-18.05]
Tonga,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16.99 [11.11-22.41]
Tonga,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,11.53 [7.66-15.04]
Tonga,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.11 [4.17-10.18]
Tonga,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.47 [5.41-13.93]
Tonga,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.73 [2.83-6.53]
Tonga,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.72 [5.7-13.91]
Tonga,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.25 [8.7-22.42]
Tonga,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.52 [3.3-7.62]
Tonga,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,20.22 [15.02-26.18]
Tonga,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,26.78 [20.11-34.26]
Tonga,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.6 [9.65-18.3]
Tonga,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,26.79 [19.9-34.68]
Tonga,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,42.03 [31.56-53.77]
Tonga,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,14.54 [10.32-19.56]
Tonga,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.74 [5.79-11.92]
Tonga,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.12 [5.49-10.81]
Tonga,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.36 [6.08-13.18]
Tonga,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.55 [7.64-15.74]
Tonga,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.12 [8.86-17.46]
Tonga,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,10.21 [6.63-14.38]
Tonga,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.89 [4.88-12.78]
Tonga,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.02 [5.12-18.97]
Tonga,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.74 [3.65-7.75]
Tonga,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.46 [6.29-16.48]
Tonga,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.71 [8.39-31.09]
Tonga,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.02 [3.83-8.13]
Trinidad and Tobago,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,44.81 [38.16-51.95]
Trinidad and Tobago,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,50.14 [43.32-57.48]
Trinidad and Tobago,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,39.62 [32.56-47.91]
Trinidad and Tobago,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,38.6 [32.87-44.75]
Trinidad and Tobago,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,48.72 [42.09-55.86]
Trinidad and Tobago,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30.06 [24.7-36.35]
Trinidad and Tobago,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.79 [2.88-6.94]
Trinidad and Tobago,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.93 [2.95-7.16]
Trinidad and Tobago,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.64 [2.79-6.74]
Trinidad and Tobago,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.42 [2.66-6.41]
Trinidad and Tobago,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.35 [3.2-7.76]
Trinidad and Tobago,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.69 [2.22-5.37]
Trinidad and Tobago,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.66 [0.92-2.55]
Trinidad and Tobago,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.41 [1.34-3.72]
Trinidad and Tobago,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.93 [0.51-1.43]
Trinidad and Tobago,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.37 [0.77-2.12]
Trinidad and Tobago,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.19 [1.22-3.39]
Trinidad and Tobago,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.71 [0.39-1.09]
Trinidad and Tobago,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,25.34 [20.01-30.36]
Trinidad and Tobago,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,28.82 [23.43-33.86]
Trinidad and Tobago,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,21.96 [16.38-27.15]
Trinidad and Tobago,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,21.52 [16.99-25.78]
Trinidad and Tobago,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,27.14 [22.06-31.88]
Trinidad and Tobago,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,16.61 [12.39-20.54]
Trinidad and Tobago,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.78 [6.99-14.17]
Trinidad and Tobago,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.59 [7.27-12.82]
Trinidad and Tobago,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.96 [6.51-15.7]
Trinidad and Tobago,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.46 [6.05-12.25]
Trinidad and Tobago,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.49 [7.2-12.7]
Trinidad and Tobago,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.48 [4.89-11.79]
Trinidad and Tobago,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.24 [1.71-5.04]
Trinidad and Tobago,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.39 [2.31-6.85]
Trinidad and Tobago,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.12 [1.12-3.31]
Trinidad and Tobago,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.83 [1.49-4.4]
Trinidad and Tobago,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.55 [2.4-7.11]
Trinidad and Tobago,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.56 [0.83-2.44]
Tunisia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,57.39 [49.57-66.35]
Tunisia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,67.84 [58.76-78.16]
Tunisia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,47.18 [40.2-55.46]
Tunisia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,56.12 [48.47-64.88]
Tunisia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,72.03 [62.38-82.98]
Tunisia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.47 [36.19-49.92]
Tunisia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.02 [5.04-8.99]
Tunisia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.19 [5.14-9.22]
Tunisia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.86 [4.93-8.8]
Tunisia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.86 [4.92-8.79]
Tunisia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.74 [5.53-9.92]
Tunisia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.19 [4.45-7.93]
Tunisia,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.12 [1.93-4.48]
Tunisia,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.94 [3.67-8.53]
Tunisia,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.36 [0.22-0.52]
Tunisia,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.04 [1.88-4.37]
Tunisia,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.1 [3.77-8.77]
Tunisia,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.34 [0.21-0.49]
Tunisia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,32.83 [26.11-39.79]
Tunisia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.23 [30.83-45.89]
Tunisia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,27.55 [21.28-34.38]
Tunisia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.12 [25.55-38.93]
Tunisia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,40.39 [32.57-48.5]
Tunisia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,24.87 [19.21-31.03]
Tunisia,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.35 [6.97-12.66]
Tunisia,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.64 [8.08-14.16]
Tunisia,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.1 [5.89-11.36]
Tunisia,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.14 [6.81-12.38]
Tunisia,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.41 [8.67-15.18]
Tunisia,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.26 [5.28-10.19]
Tunisia,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.04 [2.9-7.39]
Tunisia,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.82 [3.36-8.56]
Tunisia,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.28 [2.48-6.29]
Tunisia,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.96 [2.85-7.26]
Tunisia,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.39 [3.69-9.39]
Tunisia,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.81 [2.21-5.61]
Turkey,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,46.15 [39.81-52.84]
Turkey,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,59.12 [50.86-67.48]
Turkey,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,33.59 [27.97-39.27]
Turkey,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,46.57 [40.17-53.31]
Turkey,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,68.84 [59.22-78.58]
Turkey,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,29.45 [24.52-34.43]
Turkey,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.93 [2.22-3.68]
Turkey,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.52 [2.67-4.43]
Turkey,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.36 [1.79-2.97]
Turkey,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.96 [2.24-3.72]
Turkey,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.14 [3.14-5.21]
Turkey,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.13 [1.61-2.68]
Turkey,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.12 [3.83-8.59]
Turkey,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.67 [6.68-14.97]
Turkey,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.71 [1.07-2.41]
Turkey,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.17 [3.86-8.66]
Turkey,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.75 [7.35-16.48]
Turkey,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.59 [0.99-2.23]
Turkey,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,21.8 [17.46-26.32]
Turkey,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,26.02 [21.61-30.28]
Turkey,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.7 [13.34-22.41]
Turkey,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,21.97 [17.6-26.53]
Turkey,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,30.03 [24.94-34.95]
Turkey,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,15.42 [11.63-19.52]
Turkey,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.31 [4.85-8.25]
Turkey,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.68 [5.24-8.52]
Turkey,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.96 [4.43-8.07]
Turkey,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.35 [4.88-8.3]
Turkey,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.83 [6.14-9.97]
